REGIAO;UF;MUNICIPIO ;CODIGO DO IBGE;DENOMINACAO DA COMUNIDADE;ID QUILOMBOLA;N PROCESSO NA FCP;DATA DA ABERTURA DO PROCESSO;N DO LIVRO DE REGISTRO;N DO REGISTRO;N DA FOLHA DO LIVRO DE REGISTRO;N DA PORTARIA DE CERTIFICACAO;DATA DA PORTARIA NO D.O.U;LINK DA PUBLICACAO NO DOU;N PROCESSO INCRA;LATITUDE - S-N;LONGITUDE - W-E;ENDERECO/TELEFONE DA COMUNIDADE;OBSERVACOES
NORDESTE;BA;BONITO;2904050;GUARANI;1.640;01420.013977/2011-70;20/10/2011;13;1.548;164;195/2011;01/12/2011;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=35&data=01/12/2011;54160.002589/2014-81;-11.901093;-41.293905;;Chapada da Diamantina
NORDESTE;BA;BONITO;2904050;GRAMIAR;1.639;01420.013976/2011-25;20/10/2011;13;1.549;165;195/2011;01/12/2011;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=35&data=01/12/2011;54160.002299/2013-56;-11.972634;-41.358516;;Chapada da Diamantina
NORDESTE;BA;BONITO;2904050;CABECEIRA DO BREJO;1.636;01420.013972/2011-47;20/10/2011;13;1.550;166;195/2011;01/12/2011;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=35&data=01/12/2011;54160.002295/2013-78;-11.991192;-41.337374;;Chapada da Diamantina
NORDESTE;BA;BONITO;2904050;CATUABINHA;1.637;01420.013974/2011-36;20/10/2011;13;1.551;167;195/2011;01/12/2011;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=35&data=01/12/2011;54160.000031/2014-61;-11.85572;-41.308214;;Chapada da Diamantina
NORDESTE;BA;BONITO;2904050;GITIRANA;1.638;01420.013975/2011-81;20/10/2011;13;1.552;168;195/2011;01/12/2011;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=35&data=01/12/2011;54160.002297/2013-67;-11.962262;-41.314969;;Chapada da Diamantina
NORDESTE;BA;BONITO;2904050;ARIZONA;1.632;01420.013966/2011-90;20/10/2011;13;1.553;169;195/2011;01/12/2011;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=35&data=01/12/2011;54160.002296/2013-12;-12.055009;-41.287506;;Chapada da Diamantina
NORDESTE;BA;BONITO;2904050;BAIXA DO CHEIRO;1.633;01420.013968/2011-89;20/10/2011;13;1.554;170;195/2011;01/12/2011;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=35&data=01/12/2011;54160.000030/2014-16;-11.911158;-41.320702;Povoado de Baixa do Cheiro, s/n , Bonito, CEP: 46820-000,  (75) 9809-9269/3343-2359 (sindicato) emerson.ozias@gmail.com;Chapada da Diamantina
NORDESTE;BA;BONITO;2904050;BAIXA VISTOSA;1.634;01420.013969/2011-23;20/10/2011;13;1.555;171;195/2011;01/12/2011;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=35&data=01/12/2011;54160.002298/2013-10;-11.977666;-41.406599;;Chapada da Diamantina
NORDESTE;BA;PIATA;2924306;TIJUCO E CAPAO FRIO;1.095;01420.003315/2011-91;23/03/2011;13;1.556;172;195/2011;01/12/2011;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=35&data=01/12/2011;;-13.124886;-41.777523;;
NORDESTE;MA;AXIXÁ;2101103;MUNIM MIRIM;1.215;01420.011526/2011-06;29/08/2011;13;1.558;174;195/2011;01/12/2011;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=35&data=01/12/2011;54230.005317/2011-19 ;;;JOSE DOMINGOS ALMEIDA SANTOS - Presidente da AssociaCAo de moradores do Quilombo de Munim-Mirim - Povoado Munim-Mirim, S/N – Zona Rural -  CEP: 65108-000 - Axixa/MA;
NORDESTE;MA;CURURUPU;2103703;FORTALEZA;1.256;01420.001633/2010-37;08/06/2010;13;1.559;175;195/2011;01/12/2011;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=35&data=01/12/2011;54230.000385/2014-34 ;;;;
NORDESTE;MA;CURURUPU;2103703;SANTA RITA;1.259;01420.001632/2010-92;29/03/2010;13;1.560;176;195/2011;01/12/2011;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=35&data=01/12/2011;54230.000593/2014-33 ;;;;
NORDESTE;BA;MIRANGABA;2921401;NUGUACU;1.810;01420.011971/2011-68;31/08/2011;13;1.561;177;195/2011;01/12/2011;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=35&data=01/12/2011;;-10.826381;-40.497567;;
NORDESTE;BA;SENHOR DO BONFIM;2930105;PASSAGEM VELHA;1.874;01420.010352/2011-56;18/07/2011;13;1.562;178;195/2011;01/12/2011;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=35&data=01/12/2011;54160.001830/2013-73;-10.508706;-40.159742;;
NORDESTE;BA;SENHOR DO BONFIM;2930105;CRUZEIRO;2.257;01420.009619/2011-62;15/07/2011;13;1.563;179;195/2011;01/12/2011;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=35&data=01/12/2011;54160.001831/2013-18;-10.52408;-40.160205;;
NORDESTE;BA;QUIXABEIRA;2925931;ALTO DO CAPIM;1.841;01420.011974/2011-00;31/08/2011;13;1.564;180;195/2011;01/12/2011;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=35&data=01/12/2011;54160.000915/2013-34;-11.483775;-40.178028;11-961226754 - Evaldo;
NORDESTE;BA;MONTE SANTO;2921500;LAGE DO ANTÔNIO;569;01420.010158/2011-71;02/08/2011;13;1.565;181;195/2011;01/12/2011;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=35&data=01/12/2011;54160.000160/2012-97;-10.45647;-39.599019;;
NORDESTE;BA;ARACAS;2902054;FAZENDA CRUZEIRO;1.612;01420.006929/2011-25;07/06/2011;13;1.566;182;195/2011;01/12/2011;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=35&data=01/12/2011;54160.002812/2013-17;-12.215849;-38.199403;;
NORDESTE;BA;TEOLÂNDIA;2931608;BOQUEIRAO;1.884;01420.007302/2011-91;23/08/2011;13;1.567;183;195/2011;01/12/2011;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=35&data=01/12/2011;54160.002659/2014-09;-13.534707;-39.604634;;
NORDESTE;BA;LIVRAMENTO DE NOSSA SENHORA;2919504;COUROS;1.797;01420.007500/2011-55;10/06/2011;13;1.568;184;195/2011;01/12/2011;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=35&data=01/12/2011;;-13.762507;-42.252227;;
NORDESTE;MA;SANTA HELENA;2109809;BOM QUE DOI e FAXINA;1.075;01420.011090/2011-47;24/07/2011;13;1.569;185;195/2011;01/12/2011;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=35&data=01/12/2011;;;;;
NORDESTE;MA;CURURUPU;2103703;CEARÁ;1.253;01420.013434/2011-52;21/06/2011;13;1.570;186;195/2011;01/12/2011;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=35&data=01/12/2011;;;;;
NORDESTE;MA;SANTA HELENA;2109809;BOI DO CARRO;1.338;01420.011092/2011-36;18/07/2011;13;1.571;187;195/2011;01/12/2011;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=35&data=01/12/2011;;;;;
NORDESTE;MA;SANTA HELENA;2109809;CHAPADINHA;1.339;01420.007111/2011-20;03/04/2011;13;1.573;189;195/2011;01/12/2011;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=35&data=01/12/2011;;;;;
NORDESTE;MA;SANTA HELENA;2109809;SANTA SEVERA e SAO ROQUE;1.077;01420.005484/2011-66;29/03/2011;13;1.574;190;195/2011;01/12/2011;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=35&data=01/12/2011;;;;;
NORDESTE;MA;SANTA HELENA;2109809;SAO RAIMUNDO;1.345;01420.007109/2011-51;14/05/2011;13;1.575;191;195/2011;01/12/2011;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=35&data=01/12/2011;;;;;
NORDESTE;MA;SANTA HELENA;2109809;ARMINDIO;1.335;01420.007116/2011-52;09/03/2011;13;1.576;192;195/2011;01/12/2011;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=35&data=01/12/2011;;;;;
NORDESTE;MA;SANTA HELENA;2109809;POVOADO DE VIVO;1.344;01420.005486/2011-55;29/03/2011;13;1.577;193;195/2011;01/12/2011;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=35&data=01/12/2011;;;;;
NORDESTE;PE;MIRANDIBA;2609303;SERRA DO TALHADO;;01420.006992/2010-81;25/11/2010;13;1.578;194;195/2011;01/12/2011;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=35&data=01/12/2011;54141.000359/2009-48;535452.702;9091949.808;;
NORDESTE;PE;LAGOA GRANDE;2608750;LAMBEDOR;1.506;01420.008438/2011-19;04/07/2011;13;1.579;195;195/2011;01/12/2011;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=35&data=01/12/2011;54141.000474/2012-18;;;;
SUDESTE;MG;SABINOPOLIS;3156809;MARITACA;1.994;01420.009606/2011-93;08/07/2011;13;1.580;196;195/2011;01/12/2011;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=35&data=01/12/2011;54170.000340/2012-50;;;MARIA DA LUZ FABIANO ANTUNES - Presidente da AssociaCAo comunitária Quilombola Maritaca - Quilombo Maritaca, S/N - Zona Rural - SabinOpolis/MG CEP: 39.750-000;
SUDESTE;SP;IPORANGA;3521200;PIRIRICA;2.053;01420.003209/2009-93;17/11/2009;13;1.581;197;195/2011;01/12/2011;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=35&data=01/12/2011;54190.000475/2008-09 ;;;CRISTIANE LAMEU - Equipe de articulaCAo e assessoria de Comunidades Negras-EAACONE - Rua Leôncio Marques Freitas, 63 - Centro - Eldorado/SP CEP: 11.960-000;
NORDESTE;CE;SALITRE;2311959;RENASCER LAGOA DOS CRIOULOS;1.448;01420.009890/2011-06;04/10/2010;13;1.582;198;195/2011;01/12/2011;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=35&data=01/12/2011;;;;Quilombo Maritaca, S/N - Zona Rural -SabinOpolis/MG - CEP: 39.750-000;
CENTRO-OESTE;MT;PORTO ESTRELA;5106851;BOCAINA;2.195;01420.004705/2011-89;18/04/2011;13;1.583;199;195/2011;01/12/2011;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=35&data=01/12/2011;;;;;
NORTE;PA;SAO DOMINGOS DO CAPIM;1507201;RIO CAPIM;1.168;01420.007973/2011-52;22/06/2011;13;1.584;200;195/2011;01/12/2011;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=35&data=01/12/2011;;;;DT Lagoa dos Crioulos, S/N – Zona Rural - Salitre/CE - CEP: 63.155-000;
NORDESTE;BA;LAPAO;2919157;PATOS;1.791;01420.010059/2011-99;02/08/2011;14;1.585;2;211/2011;22/12/2011;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=19&data=22/12/2011;;-11.489675;-41.87146;;
NORDESTE;BA;LAPAO;2919157;IRECEZINHO;1.783;01420.010029/2011-82;02/08/2011;14;1.586;3;211/2011;22/12/2011;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=19&data=22/12/2011;54160.002690/2014-31;-11.678031;-41.768819;;
NORDESTE;BA;LAPAO;2919157;SALGADA;1.792;01420.010038/2011-73;02/08/2011;14;1.587;4;211/2011;22/12/2011;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=19&data=22/12/2011;54160.002233/2013-66;-11.48248;-41.813974;;
NORDESTE;BA;LAPAO;2919157;LAGEDO DE EURIPEDES;1.786;01420.010042/2011-31;02/08/2011;14;1.588;5;211/2011;22/12/2011;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=19&data=22/12/2011;54160.002247/2013-80;-11.51528;-41.856673;;
NORDESTE;BA;LAPAO;2919157;LAGEADO II;1.784;01420.010062/2011-11;02/08/2011;14;1.589;6;211/2011;22/12/2011;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=19&data=22/12/2011;54160.002238/2013-99;-11.478521;-41.756048;;
NORDESTE;BA;LAPAO;2919157;LARGO;1.789;01420.010064/2011-00;02/08/2011;14;1.590;7;211/2011;22/12/2011;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=19&data=22/12/2011;;-11.641672;-41.728339;;
NORDESTE;BA;LAPAO;2919157;GONZAGA;1.782;01420.013986/2011-61;02/08/2011;14;1.591;8;211/2011;22/12/2011;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=19&data=22/12/2011;;-11.485446;-41.818837;;
NORDESTE;BA;LAPAO;2919157;CASAL I e CASAL II;1.060;01420.010048/2011-17;02/08/2011;14;1.592;9;211/2011;22/12/2011;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=19&data=22/12/2011;;-11.528765;-41.819506;;
NORDESTE;BA;CANARANA;2906204;LARGO DOS MIRANDAS;1.051;01420.010015/2011-69;02/08/2011;14;1.593;10;211/2011;22/12/2011;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=19&data=22/12/2011;54160.002692/2013-40;-11.629951;-41.669459;;
NORDESTE;BA;CANARANA;2906204;CANSANCAO;1.690;01420.010020/2011-71;02/08/2011;14;1.594;11;211/2011;22/12/2011;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=19&data=22/12/2011;54160.001939/2014-91;-11.704269;-41.634363;;
NORDESTE;BA;CANARANA;2906204;MATO VERDE;1.695;01420.010022/2011-61;02/08/2011;14;1.595;12;211/2011;22/12/2011;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=19&data=22/12/2011;;-11.613786;-41.623429;;
NORDESTE;BA;CANARANA;2906204;SEGREDO;1.697;01420.010019/2011-47;02/08/2011;14;1.596;13;211/2011;22/12/2011;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=19&data=22/12/2011;;-11.722835;-41.621685;;
NORDESTE;BA;CANARANA;2906204;NOVO HORIZONTE;1.696;01420.010023/2011-13;02/08/2011;14;1.597;14;211/2011;22/12/2011;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=19&data=22/12/2011;54160.001936/2014-58;-11.722835;-41.621685;;
NORDESTE;BA;CANARANA;2906204;VOLTA DO ANGICO;1.698;01420.010021/2011-16;02/08/2011;14;1.598;15;211/2011;22/12/2011;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=19&data=22/12/2011;54160.001937/2014-01;-11.617644;-41.642252;;
NORDESTE;BA;CANARANA;2906204;FLORESTA II;1.693;01420.010017/2011-58;02/08/2011;14;1.599;16;211/2011;22/12/2011;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=19&data=22/12/2011;54160.001935/2014-11;-11.659936;-41.589562;;
NORDESTE;BA;CANARANA;2906204;FLORESTA I;1.692;01420.010018/2011-01;02/08/2011;14;1600;17;211/2011;22/12/2011;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=19&data=22/12/2011;;-11.722835;-41.621685;;
NORDESTE;BA;CANARANA;2906204;CRUZEIRO;1.691;01420.010016/2011-11;02/08/2011;14;1.601;18;211/2011;22/12/2011;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=19&data=22/12/2011;;-11.722835;-41.621685;;
NORDESTE;BA;JOAO DOURADO;2918357;SERRA AZUL;1.779;01420.011287/2011-86;30/07/2011;14;1.602;19;211/2011;22/12/2011;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=19&data=22/12/2011;54160.001285/2012-34;-11.156753;-41.40463;;
NORDESTE;BA;JOAO DOURADO;2918357;SALINAS;1.778;01420.011294/2011-88;22/08/2011;14;1.603;20;211/2011;22/12/2011;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=19&data=22/12/2011;;-11.083713;-41.469995;;
NORDESTE;BA;JOAO DOURADO;2918357;BAIXA DAS CABACAS;1.768;01420.011302/2011-96;30/07/2011;14;1.604;21;211/2011;22/12/2011;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=19&data=22/12/2011;54160.001287/2012-23;-11.166963;-41.508247;;
NORDESTE;BA;JOAO DOURADO;2918357;SERTAO BONITO;1.781;01420.011288/2011-21;30/07/2011;14;1.605;22;211/2011;22/12/2011;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=19&data=22/12/2011;54160.001284/2012-90;-11.240219;-41.422227;;
NORDESTE;BA;JOAO DOURADO;2918357;ANGICAO;1.767;01420.011296/2011-77;22/08/2011;14;1.606;23;211/2011;22/12/2011;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=19&data=22/12/2011;54160.001283/2012-45;-11.083077;-41.398263;;
NORDESTE;BA;FILADELFIA;2910859;PATOS;1.723;01420.001138/2010-28;26/05/2010;14;1.607;24;211/2011;22/12/2011;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=19&data=22/12/2011;;;;;
NORDESTE;BA;FILADELFIA;2910859;GRAVATÁ;1.720;01420.009529/2011-71;25/07/2011;14;1.608;25;211/2011;22/12/2011;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=19&data=22/12/2011;54160.001832/2013-62;-10.733911;-40.205364;;
NORDESTE;BA;IBITITÁ;2913101;FAVELEIRO;1.742;01420.011293/2011-33;24/08/2011;14;1.609;26;211/2011;22/12/2011;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=19&data=22/12/2011;54160.000841/2012-55;-11.472727;-41.951272;;
NORDESTE;BA;IBITITÁ;2913101;BAIRRO DA MATA;1.738;01420.011298/2011-66;24/08/2011;14;1.610;27;211/2011;22/12/2011;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=19&data=22/12/2011;54160.001288/2012-78;-11.544957;-41.980313;;
NORDESTE;BA;IBITITÁ;2913101;LAGEDAO;1.743;01420.011295/2011-22;24/08/2011;14;1.611;28;211/2011;22/12/2011;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=19&data=22/12/2011;54160.000843/2012-44;-11.553764;-41.898814;;
NORDESTE;BA;IBITIARA;2913002;OLHO D´ÁGUA NOVO;1.734;01420.008719/2011-71;07/07/2011;14;1.612;29;211/2011;22/12/2011;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=19&data=22/12/2011;;-12.486611;-42.11102;;Chapada da Diamantina
NORDESTE;BA;ESPLANADA;2910602;MUCAMBINHO;1.714;01420.008041/2010-46;13/12/2010;14;1.613;30;211/2011;22/12/2011;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=19&data=22/12/2011;;-11.823337;-37.946116;;
NORDESTE;BA;CANDIBA;2906600;LAGOA DOS ANJOS;1.699;01420.010402/2011-03;09/08/2011;14;1.614;31;211/2011;22/12/2011;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=19&data=22/12/2011;;-14.455778;-42.851702;Comunidade Quilombola Lagoa dos Anjos, Cadiba, CEP: 46.380-000, (77) 8136-1102 (77) 3661-2029 Fax: (77) 3661-2066 ;
NORDESTE;BA;CONDE;2908606;PEDRA GRANDE;1.706;01420.013654/2011-86;13/10/2011;14;1.615;32;211/2011;22/12/2011;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=19&data=22/12/2011;54160.000407/2012-75;-12.048787;-37.724659;;
NORDESTE;BA;BURITIRAMA;2904753;RIACHO DO MEIO;1.646;01420.013649/2011-73;13/10/2011;14;1.616;33;211/2011;22/12/2011;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=19&data=22/12/2011;;-10.656832;-43.564069;;
NORDESTE;BA;FILADELFIA;2910859;CACHIMBO;1.719;01420.009618/2011-18;26/07/2011;14;1.617;34;211/2011;22/12/2011;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=19&data=22/12/2011;;-10.780365;-40.154499;Eliana de Jesusn Cruz, Presidente da Ass. Quil. Dos Agric. Familiares de Cachimbo e Barreira da Pedra I e II, Povoado Barreira da Pedra, Filadelfia, CEP: 44775-000;
NORDESTE;MA;BEQUIMAO;2101905;CONCEICAO;1.225;01420.007114/2011-63;08/06/2011;14;1.618;35;211/2011;22/12/2011;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=19&data=22/12/2011;54230.005743/2011-52 ;;;;
NORDESTE;MA;BEQUIMAO;2101905;MAFRA;1.227;01420.010824/2011-71;17/08/2011;14;1.619;36;211/2011;22/12/2011;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=19&data=22/12/2011;54230.005176/2011-34 ;;;;
NORDESTE;MA;CURURUPU;2103703;ALTO BRASIL / BOA VISTA;1.252;01420.007985/2010-04;13/12/2010;14;1.620;37;211/2011;22/12/2011;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=19&data=22/12/2011;54230.007605/2013-70 ;;;;
NORDESTE;MA;DOM PEDRO;2103802;CRUZEIRO;1.260;01420.014466/2011-75;28/11/2011;14;1.621;38;211/2011;22/12/2011;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=19&data=22/12/2011;54230.000216/2014-02 ;;;;
NORDESTE;MA;ITAPECURU MIRIM;2105401;MATO ALAGADO I;530;01420.010802/2011-19;16/08/2011;14;1.622;39;211/2011;22/12/2011;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=19&data=22/12/2011;54230.005191/2011-82 ;;;;
NORDESTE;MA;MATOES DO NORTE;2106631;SANTO ANTÔNIO;1.296;01420.002305/2009-14;03/09/2009;14;1.623;40;211/2011;22/12/2011;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=19&data=22/12/2011;;;;;
NORDESTE;MA;MIRINZAL;2106805;ACHUI;1.297;01420.010888/2011-71;17/08/2011;14;1.624;41;211/2011;22/12/2011;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=19&data=22/12/2011;;;;;
NORDESTE;MA;MIRINZAL;2106805;SANTA TEREZA;1.304;01420.013652/2011-97;13/10/2011;14;1.625;42;211/2011;22/12/2011;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=19&data=22/12/2011;;;;;
NORDESTE;MA;NINA RODRIGUES;2107209;ILHA;1.308;01420.000796/2010-01;16/04/2010;14;1.626;43;211/2011;22/12/2011;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=19&data=22/12/2011;;;;;
NORDESTE;MA;NOVA OLINDA DO MARANHAO;2107357;OLHO D´ÁGUA;536;01420.005820/2011-71;16/05/2011;14;1.627;44;211/2011;22/12/2011;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=19&data=22/12/2011;54230.005017/2004-19 ;;;;
NORDESTE;MA;PENALVA;2108306;GAPO;631;01420.002622/2011-55;03/03/2011;14;1.628;45;211/2011;22/12/2011;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=19&data=22/12/2011;;;;INCRA-MS, SERVICO DE REGULARIZACAO FUNDIÁRIA DE TERRITORIOS QUILOMBOLAS, AV. AFONSO PENA, 2403, CENTRO, CEP:79002-073, CAMPO GRANDE/MS;
NORDESTE;MA;PERI MIRIM;2108405;PERICUMA;632;01420.010406/2011-83;09/08/2011;14;1.629;46;211/2011;22/12/2011;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=19&data=22/12/2011;54230.000647/2007-31 ;;;;
NORDESTE;MA;PINHEIRO;2108603;ESPIRITO SANTO e LACRAL;1.073;01420.011103/2011-88;22/08/2011;14;1.630;47;211/2011;22/12/2011;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=19&data=22/12/2011;54230.006074/2006-79 ;;;;
NORDESTE;MA;PIRAPEMAS;2108801;ALDEIA VELHA;1.320;01420.009156/2011-39;15/07/2011;14;1.631;48;211/2011;22/12/2011;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=19&data=22/12/2011;54230.004126/2011-30 ;9.586488.19;588 680.51;"JosE PatrIcio - 98 98309-0490/ 98111-5286; Antônia Calixto de Carvalho (CPT) - 99 98143-8537/ 99 3641-1425; cptcoroata@yahoo.com.br; diocesedecoroata@gmail.com - Rua Senador Leite, 935, bairro MaCaranduba, CEP: 65415-000, Caixa Postal 13, Coroatá/MA";
NORDESTE;MA;PORTO RICO DO MARANHAO;2109056;SUMAÚMA;1.322;01420.007108/2011-14;08/06/2011;14;1.632;49;211/2011;22/12/2011;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=19&data=22/12/2011;;;;;
NORDESTE;CE;ITAPIPOCA;2306405;NAZARE;1.434;01420.004989/2011-11;29/04/2011;14;1.633;50;211/2011;22/12/2011;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=19&data=22/12/2011;;;;Aurila Maria de Sousa Sales. JosE Renato Ferreira dos Santos (Renato Baiano) -Coordenador da ComissAo Executiva Estadual(CEQUIRCE) - Tel. (88) 9263 3495 email: renato_tamboril@yahoo.com.br;
SUDESTE;MG;CONCEICAO DO MATO DENTRO;3117504;BURACO, CUBAS e TRÊS BARRAS;717;01420.004988/2011-69;29/04/2011;14;1.634;51;211/2011;22/12/2011;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=19&data=22/12/2011;54170.000339/2012-25;-19.085;-43.494722;;
